id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_2_001_CA_3_validation,0.035634078085422516,-0.057213157415390015,-0.13457898795604706,-0.1914377361536026,-0.16186673939228058,-0.13508473336696625,-0.0684625506401062,0.0069063156843185425,0.04997636377811432,0.11255079507827759,0.0989241674542427,0.045366473495960236,-0.012175962328910828,-0.036833539605140686,-0.022746145725250244,0.004250384867191315,0.03592970222234726,0.06279531866312027,0.08210830390453339,0.0983254462480545,0.1059289202094078,0.1048685759305954,0.10077868402004242,0.09361376613378525,0.09479717165231705,0.09650316834449768,0.09964413940906525,0.099387526512146
HOBBIES_2_002_CA_3_validation,0.1783445030450821,0.2264147400856018,0.22860360145568848,0.22189363837242126,0.1690649539232254,0.06341423839330673,-0.03725352883338928,-0.10236108303070068,-0.17885974049568176,-0.13368865847587585,-0.11648520827293396,-0.14077138900756836,-0.1691768765449524,-0.1164185106754303,-0.029220163822174072,0.0031576007604599,0.030174508690834045,0.04753948748111725,0.054232582449913025,0.06200437247753143,0.06133797764778137,0.03947162628173828,0.017326340079307556,0.0015553086996078491,0.012192770838737488,0.01304537057876587,0.020873993635177612,0.04683084785938263
HOBBIES_2_003_CA_3_validation,1.3194308578968048,1.0639727413654327,1.0224985778331757,1.089927315711975,1.0544796586036682,1.025563359260559,0.9019612520933151,0.7360255345702171,0.5612882450222969,0.4635995626449585,0.5082214325666428,0.5140025019645691,0.6629662960767746,0.5643473416566849,0.6806839182972908,0.6764256954193115,0.6221714913845062,0.5649053901433945,0.5352558046579361,0.5186332613229752,0.5307139158248901,0.5753356292843819,0.6113714277744293,0.641407422721386,0.6138482242822647,0.6038493514060974,0.6042032688856125,0.6018827259540558
HOBBIES_2_004_CA_3_validation,0.09881754219532013,0.06211991608142853,0.14326190203428268,0.1544325202703476,-0.025174543261528015,-0.11151069402694702,-0.16144931316375732,-0.19659894704818726,-0.058924756944179535,0.0207410529255867,-0.031069189310073853,0.02197006344795227,0.06888283789157867,0.08279219269752502,0.10936710610985756,0.13822337239980698,0.17692914605140686,0.21164904534816742,0.23606883734464645,0.2578156515955925,0.2606002986431122,0.24219071120023727,0.22674762457609177,0.23176775872707367,0.2584458366036415,0.271103672683239,0.28622129559516907,0.31284199655056
HOBBIES_2_005_CA_3_validation,0.2248174101114273,0.26329052448272705,0.2667815685272217,0.2331591695547104,0.15344440937042236,0.05932542681694031,0.007001087069511414,0.016340814530849457,0.06901123374700546,0.19074185192584991,0.1621079444885254,0.16600939631462097,0.11557305604219437,0.017499752342700958,0.05315122380852699,0.06583698093891144,0.07432578504085541,0.0792529433965683,0.08080459386110306,0.07577765733003616,0.06780226528644562,0.06446058303117752,0.0685337483882904,0.08095328509807587,0.0875801220536232,0.09478885680437088,0.09611743688583374,0.09697870165109634
HOBBIES_2_006_CA_3_validation,0.9710684716701508,0.5292869210243225,0.22118322551250458,0.05389677174389362,-0.07944437116384506,-0.08088100701570511,-0.06450098007917404,0.07299108803272247,0.21585188806056976,0.2245865911245346,0.2552467882633209,0.200031615793705,0.17819054424762726,0.13794099166989326,0.10385845229029655,0.10525902360677719,0.10480387508869171,0.1019325815141201,0.09358996152877808,0.08749565854668617,0.08755314722657204,0.09166384488344193,0.10037125647068024,0.10639138519763947,0.11347981542348862,0.11079663410782814,0.10892178118228912,0.11292453110218048
HOBBIES_2_007_CA_3_validation,0.6207103729248047,0.6760407239198685,0.7653020918369293,0.7191529422998428,0.5987112298607826,0.6166549399495125,0.5559395514428616,0.6492583304643631,0.5596629269421101,0.6896495819091797,0.6966108530759811,0.7746273279190063,0.8615720719099045,0.7490875348448753,0.8022479116916656,0.7430204451084137,0.6443093866109848,0.5505799278616905,0.4894060492515564,0.45406147465109825,0.47020579129457474,0.5400253012776375,0.6158199682831764,0.6755380779504776,0.691146120429039,0.6838129609823227,0.6672547459602356,0.6493832543492317
HOBBIES_2_008_CA_3_validation,-0.17122189700603485,-0.015602108091115952,0.058756593614816666,0.10011939704418182,0.14472420886158943,0.04418221861124039,-0.009752914309501648,-0.08225309103727341,-0.11619537323713303,0.0319290217012167,0.0382810290902853,0.04850579425692558,0.048203492537140846,0.015176307410001755,0.061915481463074684,0.07881499081850052,0.10332868248224258,0.12681802734732628,0.13901764154434204,0.13062945753335953,0.11464108899235725,0.10248882696032524,0.09519870579242706,0.09322680160403252,0.09971683099865913,0.10505444929003716,0.10399221628904343,0.09764895960688591
HOBBIES_2_009_CA_3_validation,0.5064856186509132,0.5148895494639874,0.460219893604517,0.3682801388204098,0.2982635870575905,0.20037916861474514,0.10214877873659134,0.045499350875616074,0.028173688799142838,0.1163221076130867,0.03244413435459137,0.0551251620054245,0.07539179921150208,0.13004125468432903,0.1691513154655695,0.19872872158885002,0.22409222647547722,0.250273872166872,0.2782675512135029,0.2973933108150959,0.31592804566025734,0.3431055285036564,0.36083821579813957,0.36672747507691383,0.36915702000260353,0.3716586157679558,0.3765243776142597,0.3790510855615139
HOBBIES_2_010_CA_3_validation,0.6065651178359985,0.3620433211326599,0.16928787901997566,0.04133438318967819,-0.005695877596735954,-0.002399872988462448,0.027094580233097076,0.036612991243600845,0.025820810347795486,0.06571141630411148,0.11422399431467056,0.12050275504589081,0.13829011470079422,0.1357874684035778,0.1514815203845501,0.1569947674870491,0.14901794493198395,0.12905564904212952,0.10494295880198479,0.08484450727701187,0.07082267850637436,0.06335262581706047,0.06402051262557507,0.07040267810225487,0.07111310586333275,0.07284940034151077,0.07118935883045197,0.0636284351348877
