id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_2_001_CA_3_validation,0.06286923587322235,0.12377575784921646,-0.19575810432434082,-0.12095461040735245,0.04188114404678345,-0.12066727131605148,-0.17317578196525574,-0.2085234522819519,-0.06056293100118637,-0.010804437100887299,0.13990332186222076,0.21190549433231354,0.1329602748155594,0.09042884409427643,-0.044768981635570526,-0.15293669700622559,-0.12089254707098007,0.0070183053612709045,0.04426161199808121,0.0812043845653534,0.06613197922706604,0.07166658341884613,0.17635510861873627,0.22859489917755127,0.2522306442260742,0.25467273592948914,0.22049596905708313,0.1951877325773239
HOBBIES_2_002_CA_3_validation,0.02113489806652069,0.2847578525543213,0.06831443309783936,0.037211477756500244,0.05785244703292847,-0.0006948262453079224,-0.04112720489501953,-0.10394643247127533,-0.14201684296131134,-0.1102527529001236,-0.003987982869148254,-0.02533040940761566,0.07354959100484848,0.36975008249282837,0.27995702624320984,0.2730589509010315,0.3051193356513977,0.4522410035133362,0.3167773485183716,0.10372793674468994,0.006597995758056641,0.011268556118011475,0.09002964943647385,-0.0037556886672973633,-0.07527998089790344,-0.04338182508945465,0.01301160454750061,0.11516781151294708
HOBBIES_2_003_CA_3_validation,1.2183777689933777,1.3067565858364105,2.2069305181503296,1.9261997938156128,1.5692289024591446,1.3956356644630432,0.47363170981407166,0.8232606649398804,1.4131822735071182,1.3281842917203903,1.1390364170074463,0.8128592669963837,0.37772518396377563,0.9271917194128036,1.1422474384307861,0.965876579284668,1.03213831782341,1.1011146754026413,1.0727928280830383,1.0908163338899612,1.0111298263072968,1.074790120124817,1.1615074127912521,1.1324137896299362,1.0323922038078308,0.8875428438186646,0.7449540495872498,0.6213676407933235
HOBBIES_2_004_CA_3_validation,-0.222272627055645,-0.17354381829500198,-0.08782853186130524,0.2640797942876816,0.6257701814174652,0.251860074698925,0.09993693977594376,0.13176584243774414,0.6657742559909821,0.612846314907074,0.5581236183643341,0.5158732831478119,0.09850205853581429,-0.18560808151960373,0.009442940354347229,0.2751762941479683,0.1381770595908165,0.043174825608730316,0.07872800901532173,0.14937397465109825,0.10441071912646294,0.1547876000404358,0.18755865097045898,0.19505911320447922,0.2500409334897995,0.234149269759655,0.16745534911751747,0.1169496439397335
HOBBIES_2_005_CA_3_validation,0.1470005214214325,0.05092379450798035,0.3810172975063324,0.38094452023506165,0.4284346103668213,0.5423636436462402,0.9880592823028564,0.5646995306015015,0.3006690442562103,0.1944700926542282,0.12083315849304199,0.08974172174930573,-0.009610891342163086,-0.07257861644029617,0.020353607833385468,0.01873314380645752,0.08004385232925415,0.10154363512992859,0.12421388924121857,0.1727723777294159,0.17779335379600525,0.1250430941581726,0.05698823556303978,0.0486246719956398,0.04780270904302597,0.049155235290527344,0.09006373584270477,0.040375005453825
HOBBIES_2_006_CA_3_validation,0.9872017800807953,0.39299386739730835,0.40723393857479095,0.34493451565504074,0.005396369844675064,-0.06771259009838104,-0.3224559500813484,-0.17936235666275024,-0.020448938012123108,0.1371256783604622,0.15946096926927567,0.1203245110809803,0.15488725528120995,0.11448251456022263,0.20946139097213745,0.2848319560289383,0.2613634988665581,0.1679811291396618,0.07818545401096344,0.028848806396126747,-0.009189952164888382,-0.017556577920913696,0.02558593824505806,0.10705173388123512,0.09333880059421062,0.044535353779792786,0.017134353518486023,0.019134286791086197
HOBBIES_2_007_CA_3_validation,0.14375584200024605,0.38681933283805847,0.6828204765915871,0.8735530972480774,0.3940856382250786,0.5180953927338123,0.3978048898279667,0.4992570988833904,0.5281198471784592,0.6589382886886597,0.6451200842857361,0.5823324546217918,0.5076971054077148,0.7020727023482323,0.7642426863312721,0.768215574324131,0.5321289785206318,0.6250602453947067,0.5474533438682556,0.5574462153017521,0.5971076041460037,0.7159074023365974,0.6853540241718292,0.5880652070045471,0.6217765510082245,0.6563437879085541,0.6125260815024376,0.45891452953219414
HOBBIES_2_008_CA_3_validation,-0.11886429414153099,0.06369118764996529,0.01857692375779152,0.180411659181118,0.4513137638568878,0.4889037162065506,0.18185225129127502,0.23113708198070526,0.24008504301309586,0.19728679955005646,0.17930933833122253,0.13128641992807388,0.03911193832755089,0.05624421872198582,0.0038499534130096436,-0.058861490339040756,-0.030996914952993393,0.09695573151111603,0.1659998595714569,0.23495040088891983,0.23555872589349747,0.1833082213997841,0.148789644241333,0.12121040001511574,0.14857496693730354,0.14100242033600807,0.08352294936776161,0.03914104029536247
HOBBIES_2_009_CA_3_validation,-0.31584908813238144,-0.14500679075717926,-0.35016050934791565,-0.3249431177973747,-0.13706252351403236,0.19767186418175697,0.2244072686880827,-0.0036915242671966553,-0.30495040118694305,-0.22055073827505112,-0.15415899083018303,-0.022660810500383377,0.04540175199508667,0.009557515382766724,-0.18792589008808136,-0.34857894480228424,-0.15371884033083916,-0.038950033485889435,0.0298955999314785,0.022720690816640854,-0.016939256340265274,0.10391363874077797,0.15236767753958702,0.05006745457649231,-0.018339302390813828,0.08811774104833603,0.2406035028398037,0.2345221135765314
HOBBIES_2_010_CA_3_validation,0.9593248665332794,0.7940651178359985,0.6361303925514221,0.49161583185195923,0.06016645208001137,0.052697986364364624,0.22304628789424896,0.33367064595222473,0.06596330925822258,0.10712581872940063,0.19151414930820465,0.21347355097532272,0.2509172335267067,0.07817954756319523,0.3658318519592285,0.4884307086467743,0.22503257542848587,-0.03694262355566025,0.05940486118197441,0.22360731661319733,0.19511917233467102,0.16108860075473785,0.2094554677605629,0.24934402853250504,0.19723038375377655,0.13808997720479965,0.13760854303836823,0.1106221005320549
HOBBIES_2_011_CA_3_validation,-0.17147493362426758,0.5140784382820129,0.8497149348258972,1.0583043098449707,1.524545431137085,1.3967616558074951,0.7737040519714355,0.5467711091041565,0.08866018056869507,0.07264664769172668,0.21637172996997833,0.278467059135437,0.299692302942276,0.2892969250679016,0.0077641308307647705,-0.05891922116279602,0.06970688700675964,-0.03494298458099365,0.10074111819267273,0.2924468517303467,0.43636155128479004,0.413324236869812,0.4042302966117859,0.5011042356491089,0.49125248193740845,0.42120030522346497,0.34658005833625793,0.30868059396743774
HOBBIES_2_012_CA_3_validation,0.25524264574050903,-0.1299138367176056,0.14969724416732788,0.30576270818710327,0.6690222024917603,0.9100531339645386,0.8890300989151001,0.718660295009613,0.23213139176368713,0.18704929947853088,0.28794312477111816,0.34989434480667114,0.3155381977558136,0.22135430574417114,0.35948890447616577,0.19642454385757446,0.12805244326591492,0.13225361704826355,0.13229650259017944,0.20082539319992065,0.26525020599365234,0.27693697810173035,0.16106076538562775,0.0835784524679184,0.0986362099647522,0.2054852545261383,0.32915082573890686,0.29808491468429565
HOBBIES_2_013_CA_3_validation,0.08718325942754745,0.025679022073745728,0.0624429602175951,-0.020979993045330048,-0.2659527584910393,-0.026271097362041473,0.3535879924893379,0.45886704325675964,0.3380225747823715,0.28237223625183105,0.18904457241296768,0.01950245350599289,-0.12259501218795776,0.09922496974468231,0.21060365438461304,0.0425125602632761,-0.19034991413354874,-0.17881570011377335,-0.11915000528097153,-0.0022264234721660614,0.0820340272039175,0.12221098691225052,0.08240612782537937,0.10614138096570969,0.1367814503610134,0.12611408159136772,0.15123827755451202,0.15214721113443375
HOBBIES_2_014_CA_3_validation,0.23454736918210983,0.03529088106006384,0.05359076429158449,0.028079897165298462,0.08972685784101486,0.22764500230550766,0.449223630130291,0.44875480234622955,0.2882807329297066,0.3338470309972763,0.3319382667541504,0.2696717530488968,0.17843211069703102,0.42401373386383057,0.3453759104013443,-0.014121290296316147,-0.0017131026834249496,0.14824893325567245,0.1662609726190567,0.11977029964327812,0.12372570112347603,0.1213693805038929,0.13637627474963665,0.13621418736875057,0.11271225288510323,0.11218125000596046,0.16555782407522202,0.15320060774683952
