id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_2_001_CA_3_validation,0.03546644747257233,0.0128268301486969,0.04260113835334778,0.06506673246622086,0.11574600636959076,0.12896980345249176,0.06786192953586578,0.03928213566541672,0.04674404859542847,0.05845221132040024,0.057071417570114136,0.06314998865127563,0.06847402453422546,0.0555342435836792,0.06255537271499634,0.07788760960102081,0.09607104957103729,0.10451509058475494,0.117111437022686,0.12905870378017426,0.1303076446056366,0.13669699430465698,0.14162953197956085,0.1451990306377411,0.14777381718158722,0.14995037019252777,0.15188047289848328,0.15365250408649445
HOBBIES_2_002_CA_3_validation,0.02882544696331024,0.03799013793468475,-0.10789072513580322,-0.16691920161247253,-0.16372090578079224,-0.15813511610031128,-0.20367446541786194,-0.09146283566951752,-0.07067270576953888,-0.055466726422309875,-0.07360875606536865,-0.07250148057937622,-0.07492639124393463,-0.07206955552101135,-0.05314086377620697,-0.044388189911842346,-0.035267382860183716,-0.02844981849193573,-0.01255771517753601,-0.00014570355415344238,0.0021467506885528564,0.006673246622085571,0.0076562464237213135,0.009859427809715271,0.0141448974609375,0.018368810415267944,0.023199275135993958,0.028080955147743225
HOBBIES_2_003_CA_3_validation,0.8238530308008194,0.8031526654958725,0.681335061788559,0.6857143342494965,0.7728207483887672,0.8022283390164375,0.8785090297460556,0.7423767521977425,0.7650218904018402,0.7984608858823776,0.8065929561853409,0.8157592415809631,0.8343731313943863,0.8259373158216476,0.8424168527126312,0.8529601097106934,0.8525109589099884,0.8363983258605003,0.8313655629754066,0.82683165371418,0.8160098940134048,0.8237787634134293,0.8267739713191986,0.8239526450634003,0.8179192021489143,0.8130152076482773,0.8080717325210571,0.8044164627790451
HOBBIES_2_004_CA_3_validation,0.11257213354110718,0.07769914716482162,0.045549385249614716,0.21446818113327026,0.2503799647092819,0.14063257724046707,0.112488504499197,0.126688364893198,0.14059694856405258,0.15810129046440125,0.1758447401225567,0.2084519863128662,0.20267236232757568,0.18256375193595886,0.19764281809329987,0.20902316272258759,0.2135322466492653,0.18177741765975952,0.1827303282916546,0.18654727935791016,0.16041671857237816,0.16696827113628387,0.17336150631308556,0.17810069024562836,0.18242891505360603,0.18502745032310486,0.1880853921175003,0.19173786789178848
HOBBIES_2_005_CA_3_validation,0.035278819501399994,-0.07532130926847458,-0.04497586190700531,0.07874256372451782,0.19267669320106506,0.20861318707466125,0.17001108825206757,0.017093870788812637,0.035281941294670105,0.05818432196974754,0.056830208748579025,0.04069970175623894,0.02471937984228134,0.011045150458812714,0.00651201605796814,0.017066672444343567,0.028184816241264343,0.03675365820527077,0.04265662655234337,0.04598011076450348,0.045517079532146454,0.048247478902339935,0.05045302212238312,0.05152928829193115,0.051487430930137634,0.050971291959285736,0.05012324079871178,0.049092281609773636
HOBBIES_2_006_CA_3_validation,0.33249883353710175,0.4055253267288208,0.1428491547703743,0.17858481779694557,0.10754014179110527,0.08527020737528801,0.10120707750320435,0.2173432856798172,0.2178940549492836,0.2403184175491333,0.23361463844776154,0.23570998013019562,0.22391277551651,0.197239950299263,0.19128694385290146,0.197926327586174,0.2052985578775406,0.20765894651412964,0.2127544954419136,0.22041566669940948,0.22422735393047333,0.23213236033916473,0.23822569102048874,0.24249259382486343,0.24519509822130203,0.2489117681980133,0.25180783867836,0.2541992962360382
HOBBIES_2_007_CA_3_validation,0.46588072925806046,0.32159290462732315,0.49869081750512123,0.5809458196163177,0.7313653081655502,0.6991211324930191,0.6316631734371185,0.6587259918451309,0.7538585811853409,0.8148553669452667,0.7277395650744438,0.6711037829518318,0.6262810528278351,0.5358524546027184,0.48057832941412926,0.4754897430539131,0.4669926390051842,0.46623069047927856,0.46592508628964424,0.4682009071111679,0.46532541140913963,0.44736865907907486,0.4405819997191429,0.4439173601567745,0.45733048394322395,0.4614318162202835,0.47072114422917366,0.482939712703228
HOBBIES_2_008_CA_3_validation,0.1461072564125061,0.16654229164123535,0.14791042730212212,0.1884308159351349,0.17262446880340576,0.16062956303358078,0.10250167921185493,0.20224998146295547,0.2113162726163864,0.22833672165870667,0.2355712205171585,0.24284769594669342,0.23540201783180237,0.21480976045131683,0.20334146171808243,0.20568904280662537,0.2127842679619789,0.21049878001213074,0.21807754039764404,0.22775915265083313,0.22143155336380005,0.2197539210319519,0.21748365461826324,0.2156064659357071,0.21463767439126968,0.21348164230585098,0.21315331757068634,0.2136940285563469
HOBBIES_2_009_CA_3_validation,0.5243742763996124,0.38774898648262024,0.2334071695804596,0.24639445915818214,0.19510455429553986,0.16405961103737354,0.271752817556262,-0.01990319788455963,-0.04221116378903389,-0.03260214999318123,-0.014445438981056213,-0.00856640562415123,-0.006495203822851181,-0.0033293254673480988,0.003855708986520767,0.004964165389537811,0.013138968497514725,0.015250168740749359,0.019726809114217758,0.02257544919848442,0.01972583681344986,0.025656569749116898,0.03377417474985123,0.040079813450574875,0.042519282549619675,0.045951537787914276,0.04610026627779007,0.04351270571351051
HOBBIES_2_010_CA_3_validation,0.16805512458086014,0.09813080728054047,0.0949246846139431,0.1114390566945076,0.07188476622104645,0.06063421815633774,0.05618474632501602,0.15819811820983887,0.15468040108680725,0.1602894589304924,0.16063762083649635,0.15900691598653793,0.14325126260519028,0.12002364546060562,0.11540374159812927,0.12388717755675316,0.13508646190166473,0.1270323023200035,0.13284101709723473,0.13718817383050919,0.12217389419674873,0.12316931784152985,0.12347830832004547,0.12315728142857552,0.12214259058237076,0.12114831805229187,0.11968834698200226,0.11814258992671967
