"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"HOBBIES_2_001_CA_3_validation","0.118541524258167","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649","0.116711173702649"
"HOBBIES_2_002_CA_3_validation","0.159698329546345","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947","0.172500159399947"
"HOBBIES_2_003_CA_3_validation","0.714621145420322","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837","0.540896999329837"
"HOBBIES_2_004_CA_3_validation","0.262597088452431","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916","0.275409907271916"
"HOBBIES_2_005_CA_3_validation","0.101843410950456","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223","0.10387527189223"
"HOBBIES_2_006_CA_3_validation","0.135104113146893","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792","0.13173079855792"
"HOBBIES_2_007_CA_3_validation","0.372100400946871","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285","0.42548571080285"
"HOBBIES_2_008_CA_3_validation","0.112961138973825","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457","0.122927397706457"
"HOBBIES_2_009_CA_3_validation","0.379215885373465","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335","0.405647326665335"
"HOBBIES_2_010_CA_3_validation","0.0831443547343361","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049","0.118665328922049"
"HOBBIES_2_011_CA_3_validation","0.303713594137842","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765","0.328957616935765"
"HOBBIES_2_012_CA_3_validation","0.165184846753261","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844","0.173175064185844"
"HOBBIES_2_013_CA_3_validation","0.102615305372338","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622","0.117613167375622"
"HOBBIES_2_014_CA_3_validation","0.117811065028369","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975","0.117755307840975"
"HOBBIES_2_015_CA_3_validation","0.116102337445721","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866","0.117591699646866"
"HOBBIES_2_016_CA_3_validation","0.269445897633046","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331","0.2770297323331"
