id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_2_001_CA_3_validation,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908,0.17404531186010908
HOBBIES_2_002_CA_3_validation,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862,0.1695764767330862
HOBBIES_2_003_CA_3_validation,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366,0.8306287942160366
HOBBIES_2_004_CA_3_validation,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476,0.24977097294287476
HOBBIES_2_005_CA_3_validation,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133,0.12960079916983133
HOBBIES_2_006_CA_3_validation,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994,0.11175574109283994
HOBBIES_2_007_CA_3_validation,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128,0.812698888872128
HOBBIES_2_008_CA_3_validation,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871,0.12060314185815871
HOBBIES_2_009_CA_3_validation,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645,0.013348261337281645
HOBBIES_2_010_CA_3_validation,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402,0.13828388266726402
