"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"HOBBIES_2_001_CA_3_validation","0.0761140883366201","0.0663591450718523","0.063858356726228","0.0671376207572545","0.064516187372059","0.0616373073866119","0.0791361403117047","0.0580120657377593","0.0681558315480633","0.0899708836073104","0.06533085265488","0.0817310910216838","0.0810433879454866","0.100329882405569","0.0966580614876682","0.0749933000822326","0.0923011544628589","0.0981413133937103","0.0972587203005603","0.0741606066350682","0.106323278053583","0.10032180916063","0.0922161239608882","0.0903556494445692","0.0932736722288206","0.0893249515518129","0.0842150872276012","0.0824646343027312"
"HOBBIES_2_002_CA_3_validation","0.0361257628240375","0.0427829880690086","0.0336646446584041","0.0383622140577964","0.0427170331045645","0.0269489666645761","0.0337443303000053","0.0373575946102591","0.0246786091439795","0.0233174268307902","0.0379111702358854","0.0230287074551185","0.0105717702364552","0.0180878853137495","0.00552037661349719","0.0306676413622326","0.00343253253138157","0.0127000594987619","0.0191771242968203","0.00118926437983181","0.0182971274650268","0.00788297983237891","0.0182751729982375","0.0131813445158005","0.0221863520178857","0.031113752098952","0.0201535590731438","0.0489943270839039"
"HOBBIES_2_003_CA_3_validation","0.288232537526313","0.264590893399585","0.311924610963107","0.303627494826647","0.27376058418355","0.344448403326313","0.36201983823149","0.252412526996389","0.232737098175558","0.329278837514069","0.27661207968178","0.251121446274787","0.347502062558931","0.364836188829034","0.286445676750497","0.230762467336276","0.282652541979024","0.300385416109175","0.270765676579106","0.318037702414914","0.348894991088793","0.271798516564282","0.24864744173749","0.296781396182509","0.289566709754256","0.261023138782709","0.333221439743707","0.321215401880044"
"HOBBIES_2_004_CA_3_validation","0.0837420930977927","0.0807491227883719","0.127463226456296","0.133936212399293","0.119906372222623","0.146357029517663","0.153247448186295","0.0622061704622714","0.092910446513015","0.169989541744341","0.102903107165205","0.121157713972075","0.148572960159226","0.149263555026875","0.0970733998995229","0.0384984290257946","0.112433867283467","0.114939312351745","0.0900037548479781","0.0775558302580455","0.0974011599229332","0.0420180147790005","0.0261189183991255","0.0604183890799768","0.0552007255413374","0.0304235199636783","0.0472711415614105","0.000801201251292197"
"HOBBIES_2_005_CA_3_validation","0.0761892066955877","0.0895005104137328","0.0904049182463114","0.0859104862427941","0.0919033492180607","0.0923670431802416","0.0920510261981291","0.0835800462278047","0.0774773831538928","0.117683769829576","0.0886683161721624","0.0747239137124532","0.0955272741791165","0.0941420459770482","0.0866155411516799","0.0962721734907893","0.0762520190461679","0.0910505460424135","0.0948874573803594","0.0745939797157823","0.0936795217073681","0.0849169479850496","0.0955527478727939","0.0936472536691222","0.0862562995934795","0.0893148638570583","0.0868551092294376","0.0815488646048097"
"HOBBIES_2_006_CA_3_validation","0.0193976657044941","0.0225976748156604","0.0235893014290766","0.0377375063041283","0.0192757742299744","0.0425592310103836","0.0619541904844859","0.0176071850034347","0.0362751912659646","0.0480421004302583","0.0363576597055498","0.0321334825836406","0.0593438046604954","0.0779010543448368","0.0509355813519634","0.0351642147824476","0.0493218288216789","0.0660534094399188","0.0451708625977826","0.0598478109769213","0.0833491430620452","0.0536447831006031","0.0537564681872572","0.0510200113311729","0.0608899934660908","0.0377014177143191","0.0559205312791679","0.0514252985831393"
"HOBBIES_2_007_CA_3_validation","0.178988785690136","0.182090669357157","0.164657255719398","0.203180624627829","0.151393976415902","0.183684405840124","0.157420161652532","0.147550214944961","0.151664504049945","0.109019722778683","0.174419964998811","0.125593307561617","0.161830650352825","0.140463192668545","0.133770031487071","0.146058454943446","0.135347998855694","0.181568860232829","0.138316516696321","0.206626709720767","0.167206067581704","0.163173574854475","0.175534851298472","0.167244001131757","0.214546969295039","0.170944830681627","0.210612231255187","0.192607499060456"
"HOBBIES_2_008_CA_3_validation","0.116509948017496","0.109918161347365","0.10678207944353","0.105115710595328","0.0851707438601998","0.0903018872541937","0.0920780704442863","0.0714370297281873","0.0760111224860175","0.0492837197376223","0.0564611221158088","0.0498018625282833","0.0460620010279287","0.0495584551461678","0.034165249752627","0.0257581527252305","0.0377928205035455","0.0295519973112628","0.0139788231055337","0.036992990427286","0.0326988153113285","0.0216238743339272","0.0204109472802379","0.0236758753767984","0.0292852136848859","0.0173309642712458","0.0309998930764417","0.0387525335533946"
"HOBBIES_2_009_CA_3_validation","0.0629794175237758","0.0738967272445038","0.0681198253427806","0.0781999386027109","0.0481305585430661","0.041067551984097","0.0403871611078365","0.071993207079036","0.0284010598568337","0.022330584888004","0.0714434044102943","-0.0127878069221575","0.00533664458062452","0.00591830499223342","0.00745357053220838","0.0518179566322228","-0.00705357578773982","0.0293086690837237","0.00161162331082073","0.0221593811207068","0.0172662886673734","0.0198981892822185","0.0339687063230658","0.0314422437760738","0.0448367666415958","0.0181173706665271","0.0144164065569602","0.0484442675407556"
"HOBBIES_2_010_CA_3_validation","0.0729769676804085","0.0599058874065607","0.0652422203277463","0.0660432160450397","0.0741629724812958","0.0726781246417771","0.0603235858388246","0.0903692351052322","0.0570283759897968","0.0771599237189358","0.0878093033573732","0.0755250973729377","0.0842042803460441","0.0709982831705925","0.0917386249281379","0.0856656517726788","0.0699762028300579","0.0803516461976808","0.0870710042760949","0.079706391114729","0.0639368687351021","0.0844003821245079","0.0696291873027313","0.0733274595349316","0.0725727190898395","0.0792338587943476","0.0763966778395772","0.071293277938802"
